Transaction_ID,Category,Subcategory,Date_Categorized,Source
TXN_A761C7B3,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_9A8AA460,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_22761D4E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_63B7D5A3,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F3ACFDEE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_31B54F67,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8E20F616,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_751C8453,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_B894D7BA,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_2CCC7EF1,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_EF57C8B0,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B559B2FE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B58F2915,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_7D5E3A4E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_27FC9326,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8B1B20F3,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_19837647,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B71BA1E5,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_5F883B28,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_2B40FC0C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_54AFB5CF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_5DB537FC,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A7B8541B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4C81D9AC,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_423B8CBE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_185DFF34,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C8793D5A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8290AB5A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_880C4C1B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_85279DE8,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_90DF6227,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_1EAB800D,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_EBD8307E,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_603BE806,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_1D989177,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_5FC16462,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_23C98CED,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4B443C97,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8AEFF500,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_BF2364D2,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_3C905541,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_37B83351,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_DE625E9A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_66CB68EA,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D61AF526,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_43EF9F54,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_2C4CE26D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_45066A64,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4887E644,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_80617522,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A4870C22,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_435BAED4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_23C0499A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8C1F9B68,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_748903D4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C65101A0,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_FE9F6E03,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_D88CF646,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_04BE3F3B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_051FBF10,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D8C65EA4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_777B6A15,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A2DF834B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_7F8FC9BE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_42400FD5,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E50D0381,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8DB40A87,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_5BE82707,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F442EEAF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_DF9A25F5,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_FEA62EAA,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4944D31E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_5D022ECD,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4BE0059F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4A2E6628,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8C584F53,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_186AF798,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_2545189D,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_B31620CC,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_CF6E450F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_46819205,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_6D87B004,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_1946970A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_DB5B9139,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_2326793F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_051026AF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_EFB3A073,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_07F0B52C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_96C3B155,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D618E045,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_230351CB,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8CCF1F4A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_12D8EB9D,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_D6F6A445,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_E5371141,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4FB731B7,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_7940C324,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_04C1F867,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_99CBA443,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_22CD95EB,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_92F13376,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A6B13F11,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_BB0D5899,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_48AC761C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_3E604CBF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E4A63F7F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E339267D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_37F14E25,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_3E40D47C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_CBDDD99A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_40027DAF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_00FF6FD0,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_968A8A41,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_90F4AAD7,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_552DB9BF,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_714261D9,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_61B4E361,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_91D6095E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_85EE72D4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B065386E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D0DF3F0C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D8621CCE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F902B25F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F7DD714D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_5A97A129,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_BFD49EA7,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_149DD237,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D06BA14E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_6CCDFB44,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_912A3124,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_55F7DD16,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_606E9851,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_43D96C2D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_98311D9A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_EBC749B3,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_48C71F97,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_230643A2,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_DCF34E82,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_07277CC9,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_5214E8FB,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_DC741F77,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F36739E4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_38FB441C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B52F4DD4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_01BCD8D3,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F99D5A13,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_48DC5173,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C254390B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_024CD98F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E5C02786,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_56D1AF3E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_11799B57,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_31C615AE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_85330454,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_95DE7E6D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_9C2AF01C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_563410E0,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_2440505B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_56FDA235,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B1FAA821,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_EE391D0F,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_425384A5,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_2954D8D8,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_3D440E92,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4C437BC1,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D94C3591,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_577BC9E4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_20527F0E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E3F37230,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C7E230EF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_1B6E7F7A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4FB339AD,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_67DEB918,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_F95FCFA2,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F51AE19E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E9393A84,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_06BE6366,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_5C24E025,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_26240CF1,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_3EF35987,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B8C73FFE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_146FD19B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_6939078A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_37CEE28C,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_9810DF35,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_911BAFAF,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_6B42D2C3,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_116B3595,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_0A409FC5,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_11DAAC51,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_0E993997,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_29389983,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_81DA66F3,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_7F00B5B9,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4C2D9877,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_CDAD0C0C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_256BAAE8,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_9000D512,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C694E19B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C84C3BFD,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_AB4AAA92,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C7152055,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_439B40DC,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E06B9D36,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_CE4714B4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E30FAAA0,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_29A2DE74,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_67C955F2,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4BB9076D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_7B1617B9,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8EEF4C8D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B0E59950,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_9AA5D19E,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_2A7F0044,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_2473D493,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_952ED2EA,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_5199C496,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C1109153,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_6741D37C,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_CC733A5B,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_A2ADFA3E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_3B9FF3D1,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_200647CC,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_ED18051E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_3916203C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B0C22FD8,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_07E423D4,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_7345F952,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_845D254E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8E02D70F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_73B75D4A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B565C4B9,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
